pairId	DepthList	WidthList	Sent1SelfNum	Sent2SelfNum	InterSectNum
6567	1|1|1|1|1|1|4|4|4|3|2|2|4|4|4|3|2|1|2|2|2|1|3|3|3|2|1|1|3|3|3|2|1|5|5|5|4|3|3|5|5|5|4|3|2|2|2|5|5|5|4|3|3|5|5|5|4|3|2|2|2|5|5|5|4|3|3|5|5|5|4|3|2|2|2|5|5|5|4|3|3|5|5|5|4|3|2|2|2|5|5|5|4|3|3|5|5|5|4|3|2|2|2|5|5|5|4|3|3|5|5|5|4|3|2|2|2|5|5|5|4|3|3|5|5|5|4|3|2|1|1|5|5|5|4|3|3|5|5|5|4|3|2|1|1|5|5|5|4|3|3|5|5|5|4|3|2|1|1|5|5|5|4|3|3|5|5|5|4|3|2|1	2|1|1|2|1|1|3|2|2|2|2|1|2|1|1|1|1|1|2|1|1|1|3|2|2|2|2|1|2|1|1|1|1|6|5|5|5|5|4|5|4|4|4|4|4|4|3|5|4|4|4|4|3|4|3|3|3|3|3|3|2|5|4|4|4|4|3|4|3|3|3|3|3|3|2|4|3|3|3|3|2|3|2|2|2|2|2|2|1|5|4|4|4|4|3|4|3|3|3|3|3|3|2|4|3|3|3|3|2|3|2|2|2|2|2|2|1|5|4|4|4|4|3|4|3|3|3|3|3|3|2|4|3|3|3|3|2|3|2|2|2|2|2|2|1|4|3|3|3|3|2|3|2|2|2|2|2|2|1|3|2|2|2|2|1|2|1|1|1|1|1|1	1666.0	1018.0	172.0
6569	1	1	1666.0	43.0	1.0
6572			1666.0	43.0	0.0
6575	2|1|1|1|1|1|3|3|3|2|1|1|3|3|3|2|1|2|2|2|1|1|1|1|1|2|1|4|4|4|3|3|3|4|4|4|3|3|3|3|4|4|4|3|3|3|4|4|4|3|3|3|3|4|4|4|3|2|2|4|4|4|3|2|2|2|4|4|4|3|2|2|4|4|4|3|2|2|2|4|4|4|3|2|2|4|4|4|3|2|2|2|4|4|4|3|2|2|4|4|4|3|2|2|2|4|4|4|3|2|2|4|4|4|3|2|2|2|4|4|4|3|2|2|4|4|4|3|2|2|2|4|4|4|3|3|3|4|4|4|3|3|3|3|4|4|4|3|3|3|4|4|4|3|3|3|3|4|4|4|3|2|2|4|4|4|3|2|2|2|4|4|4|3|2|2|4|4|4|3|2|2|2|4|4|4|3|2|2|4|4|4|3|2|2|2|4|4|4|3|2|2|4|4|4|3|2|2|2|4|4|4|3|2|2|4|4|4|3|2|2|2|4|4|4|3|2|2|4|4|4|3|2|2|2|4|4|4|3|3|3|4|4|4|3|3|3|3|4|4|4|3|3|3|4|4|4|3|3|3|3|4|4|4|3|2|2|4|4|4|3|2|2|2|4|4|4|3|2|2|4|4|4|3|2|2|2|4|4|4|3|2|2|4|4|4|3|2|2|2|4|4|4|3|2|2|4|4|4|3|2|2|2|4|4|4|3|2|2|4|4|4|3|2|2|2|4|4|4|3|2|2|4|4|4|3|2|2|2|4|4|4|3|3|3|4|4|4|3|3|3|3|4|4|4|3|3|3|4|4|4|3|3|3|3|4|4|4|3|2|2|4|4|4|3|2|2|2|4|4|4|3|2|2|4|4|4|3|2|2|2|4|4|4|3|2|2|4|4|4|3|2|2|2|4|4|4|3|2|2|4|4|4|3|2|2|2|4|4|4|3|2|2|4|4|4|3|2|2|2|4|4|4|3|2|2|4|4|4|3|2|2|2|4|4|4|3|3|3|4|4|4|3|3|3|3|4|4|4|3|3|3|4|4|4|3|3|3|3|4|4|4|3|2|2|4|4|4|3|2|2|2|4|4|4|3|2|2|4|4|4|3|2|2|2|4|4|4|3|2|2|4|4|4|3|2|2|2|4|4|4|3|2|2|4|4|4|3|2|2|2|4|4|4|3|2|2|4|4|4|3|2|2|2|4|4|4|3|2|2|4|4|4|3|2|2|2|4|4|4|3|3|3|4|4|4|3|3|3|3|4|4|4|3|3|3|4|4|4|3|3|3|3|4|4|4|3|2|2|4|4|4|3|2|2|2|4|4|4|3|2|2|4|4|4|3|2|2|2|4|4|4|3|2|2|4|4|4|3|2|2|2|4|4|4|3|2|2|4|4|4|3|2|2|2|4|4|4|3|2|2|4|4|4|3|2|2|2|4|4|4|3|2|2|4|4|4|3|2|2|2|4|4|4|3|3|3|4|4|4|3|3|3|3|4|4|4|3|3|3|4|4|4|3|3|3|3|4|4|4|3|2|2|4|4|4|3|2|2|2|4|4|4|3|2|2|4|4|4|3|2|2|2|4|4|4|3|2|2|4|4|4|3|2|1|1|4|4|4|3|2|2|4|4|4|3|2|1|1|4|4|4|3|2|2|4|4|4|3|2|1|1|4|4|4|3|2|2|4|4|4|3|2|1|1|4|4|4|3|3|3|4|4|4|3|3|3|3|4|4|4|3|3|3|4|4|4|3|3|3|3|4|4|4|3|2|2|4|4|4|3|2|2|2|4|4|4|3|2|2|4|4|4|3|2|2|2|4|4|4|3|2|2|4|4|4|3|2|1|1|4|4|4|3|2|2|4|4|4|3|2|1|1|4|4|4|3|2|2|4|4|4|3|2|1|1|4|4|4|3|2|2|4|4|4|3|2|1|1|4|4|4|3|3|3|4|4|4|3|3|3|3|4|4|4|3|3|3|4|4|4|3|3|3|3|4|4|4|3|2|2|4|4|4|3|2|2|2|4|4|4|3|2|2|4|4|4|3|2|2|2|4|4|4|3|2|2|4|4|4|3|2|1|1|4|4|4|3|2|2|4|4|4|3|2|1|1|4|4|4|3|2|2|4|4|4|3|2|1|1|4|4|4|3|2|2|4|4|4|3|2|1|1|4|4|4|3|3|3|4|4|4|3|3|3|3|4|4|4|3|3|3|4|4|4|3|3|3|3|4|4|4|3|2|2|4|4|4|3|2|2|2|4|4|4|3|2|2|4|4|4|3|2|2|2|4|4|4|3|2|2|4|4|4|3|2|1|1|4|4|4|3|2|2|4|4|4|3|2|1|1|4|4|4|3|2|2|4|4|4|3|2|1|1|4|4|4|3|2|2|4|4|4|3|2|1	1|1|1|2|1|1|3|2|2|2|2|1|2|1|1|1|1|2|1|1|1|2|1|1|1|1|1|8|7|7|7|7|6|7|6|6|6|6|6|5|7|6|6|6|6|5|6|5|5|5|5|5|4|8|7|7|7|7|6|7|6|6|6|6|6|5|7|6|6|6|6|5|6|5|5|5|5|5|4|8|7|7|7|7|6|7|6|6|6|6|6|5|7|6|6|6|6|5|6|5|5|5|5|5|4|7|6|6|6|6|5|6|5|5|5|5|5|4|6|5|5|5|5|4|5|4|4|4|4|4|3|7|6|6|6|6|5|6|5|5|5|5|5|4|6|5|5|5|5|4|5|4|4|4|4|4|3|7|6|6|6|6|5|6|5|5|5|5|5|4|6|5|5|5|5|4|5|4|4|4|4|4|3|7|6|6|6|6|5|6|5|5|5|5|5|4|6|5|5|5|5|4|5|4|4|4|4|4|3|6|5|5|5|5|4|5|4|4|4|4|4|3|5|4|4|4|4|3|4|3|3|3|3|3|2|7|6|6|6|6|5|6|5|5|5|5|5|4|6|5|5|5|5|4|5|4|4|4|4|4|3|7|6|6|6|6|5|6|5|5|5|5|5|4|6|5|5|5|5|4|5|4|4|4|4|4|3|7|6|6|6|6|5|6|5|5|5|5|5|4|6|5|5|5|5|4|5|4|4|4|4|4|3|6|5|5|5|5|4|5|4|4|4|4|4|3|5|4|4|4|4|3|4|3|3|3|3|3|2|6|5|5|5|5|4|5|4|4|4|4|4|3|5|4|4|4|4|3|4|3|3|3|3|3|2|6|5|5|5|5|4|5|4|4|4|4|4|3|5|4|4|4|4|3|4|3|3|3|3|3|2|6|5|5|5|5|4|5|4|4|4|4|4|3|5|4|4|4|4|3|4|3|3|3|3|3|2|5|4|4|4|4|3|4|3|3|3|3|3|2|4|3|3|3|3|2|3|2|2|2|2|2|1|7|6|6|6|6|5|6|5|5|5|5|5|4|6|5|5|5|5|4|5|4|4|4|4|4|3|7|6|6|6|6|5|6|5|5|5|5|5|4|6|5|5|5|5|4|5|4|4|4|4|4|3|7|6|6|6|6|5|6|5|5|5|5|5|4|6|5|5|5|5|4|5|4|4|4|4|4|3|6|5|5|5|5|4|5|4|4|4|4|4|3|5|4|4|4|4|3|4|3|3|3|3|3|2|6|5|5|5|5|4|5|4|4|4|4|4|3|5|4|4|4|4|3|4|3|3|3|3|3|2|6|5|5|5|5|4|5|4|4|4|4|4|3|5|4|4|4|4|3|4|3|3|3|3|3|2|6|5|5|5|5|4|5|4|4|4|4|4|3|5|4|4|4|4|3|4|3|3|3|3|3|2|5|4|4|4|4|3|4|3|3|3|3|3|2|4|3|3|3|3|2|3|2|2|2|2|2|1|7|6|6|6|6|5|6|5|5|5|5|5|4|6|5|5|5|5|4|5|4|4|4|4|4|3|7|6|6|6|6|5|6|5|5|5|5|5|4|6|5|5|5|5|4|5|4|4|4|4|4|3|7|6|6|6|6|5|6|5|5|5|5|5|4|6|5|5|5|5|4|5|4|4|4|4|4|3|6|5|5|5|5|4|5|4|4|4|4|4|3|5|4|4|4|4|3|4|3|3|3|3|3|2|6|5|5|5|5|4|5|4|4|4|4|4|3|5|4|4|4|4|3|4|3|3|3|3|3|2|6|5|5|5|5|4|5|4|4|4|4|4|3|5|4|4|4|4|3|4|3|3|3|3|3|2|6|5|5|5|5|4|5|4|4|4|4|4|3|5|4|4|4|4|3|4|3|3|3|3|3|2|5|4|4|4|4|3|4|3|3|3|3|3|2|4|3|3|3|3|2|3|2|2|2|2|2|1|6|5|5|5|5|4|5|4|4|4|4|4|3|5|4|4|4|4|3|4|3|3|3|3|3|2|6|5|5|5|5|4|5|4|4|4|4|4|3|5|4|4|4|4|3|4|3|3|3|3|3|2|6|5|5|5|5|4|5|4|4|4|4|4|3|5|4|4|4|4|3|4|3|3|3|3|3|2|5|4|4|4|4|3|4|3|3|3|3|3|2|4|3|3|3|3|2|3|2|2|2|2|2|1|5|4|4|4|4|3|4|3|3|3|3|3|2|4|3|3|3|3|2|3|2|2|2|2|2|1|5|4|4|4|4|3|4|3|3|3|3|3|2|4|3|3|3|3|2|3|2|2|2|2|2|1|5|4|4|4|4|3|4|3|3|3|3|3|2|4|3|3|3|3|2|3|2|2|2|2|2|1|4|3|3|3|3|2|3|2|2|2|2|2|1|3|2|2|2|2|1|2|1|1|1|1|1	6001.0	3034.0	1066.0
6576	2|1|3|3|3|3|2|2|2|2|1|1|1|1|1|1|1|2|1|1|1|5|5|5|5|4|4|4|4|3|3|3|3|3|3|3|2|1|4|4|4|4|3|3|3|3|2|2|2|2|2|2|2|1|1|6|6|6|6|5|5|5|5|4|4|4|4|4|4|4|3|3|3|3|6|6|6|6|5|5|5|5|4|4|4|4|4|4|4|3|3|3|3|6|6|6|6|5|5|5|5|4|4|4|4|4|4|4|3|2|2|2|6|6|6|6|5|5|5|5|4|4|4|4|4|4|4|3|2|2|2|6|6|6|6|5|5|5|5|4|4|4|4|4|4|4|3|2|1|1|6|6|6|6|5|5|5|5|4|4|4|4|4|4|4|3|2|1|1|6|6|6|6|5|5|5|5|4|4|4|4|4|4|4|3|2|1|1|6|6|6|6|5|5|5|5|4|4|4|4|4|4|4|3|2|1	1|1|3|2|2|1|3|2|2|1|3|2|2|1|2|1|1|1|1|1|1|3|2|2|1|3|2|2|1|3|2|2|1|2|1|1|1|1|3|2|2|1|3|2|2|1|3|2|2|1|2|1|1|1|1|5|4|4|3|5|4|4|3|5|4|4|3|4|3|3|3|3|3|2|4|3|3|2|4|3|3|2|4|3|3|2|3|2|2|2|2|2|1|5|4|4|3|5|4|4|3|5|4|4|3|4|3|3|3|3|3|2|4|3|3|2|4|3|3|2|4|3|3|2|3|2|2|2|2|2|1|5|4|4|3|5|4|4|3|5|4|4|3|4|3|3|3|3|3|2|4|3|3|2|4|3|3|2|4|3|3|2|3|2|2|2|2|2|1|4|3|3|2|4|3|3|2|4|3|3|2|3|2|2|2|2|2|1|3|2|2|1|3|2|2|1|3|2|2|1|2|1|1|1|1|1	3034.0	2041.0	206.0
6578	4|3|2|2|4|3|2|2|4|3|2|2|4|3|2|1|1|4|3|2|2|4|3|2|2|4|3|2|2|4|3|2|1|1|4|3|2|2|4|3|2|2|4|3|2|2|4|3|2|1|1|4|3|2|2|4|3|2|2|4|3|2|2|4|3|2|1|1|2|1|3|2|1|1|3|2|1|1|3|2|1|1|3|2|1|1|1|1|5|4|3|3|5|4|3|3|5|4|3|3|5|4|3|2|2|5|4|3|3|5|4|3|3|5|4|3|3|5|4|3|2|2|5|4|3|3|5|4|3|3|5|4|3|3|5|4|3|2|2|5|4|3|3|5|4|3|3|5|4|3|3|5|4|3|2|2|2|5|4|3|3|5|4|3|3|5|4|3|3|5|4|3|2|2|5|4|3|3|5|4|3|3|5|4|3|3|5|4|3|2|2|5|4|3|3|5|4|3|3|5|4|3|3|5|4|3|2|2|5|4|3|3|5|4|3|3|5|4|3|3|5|4|3|2|2|2|5|4|3|3|5|4|3|3|5|4|3|3|5|4|3|2|2|5|4|3|3|5|4|3|3|5|4|3|3|5|4|3|2|2|5|4|3|3|5|4|3|3|5|4|3|3|5|4|3|2|2|5|4|3|3|5|4|3|3|5|4|3|3|5|4|3|2|2|2|5|4|3|3|5|4|3|3|5|4|3|3|5|4|3|2|2|5|4|3|3|5|4|3|3|5|4|3|3|5|4|3|2|2|5|4|3|3|5|4|3|3|5|4|3|3|5|4|3|2|2|5|4|3|3|5|4|3|3|5|4|3|3|5|4|3|2|2|2|5|4|3|3|5|4|3|3|5|4|3|3|5|4|3|2|2|5|4|3|3|5|4|3|3|5|4|3|3|5|4|3|2|2|5|4|3|3|5|4|3|3|5|4|3|3|5|4|3|2|2|5|4|3|3|5|4|3|3|5|4|3|3|5|4|3|2|2|2|5|4|3|3|5|4|3|3|5|4|3|3|5|4|3|2|2|5|4|3|3|5|4|3|3|5|4|3|3|5|4|3|2|2|5|4|3|3|5|4|3|3|5|4|3|3|5|4|3|2|2|5|4|3|3|5|4|3|3|5|4|3|3|5|4|3|2|2|2|5|4|3|3|5|4|3|3|5|4|3|3|5|4|3|2|2|5|4|3|3|5|4|3|3|5|4|3|3|5|4|3|2|2|5|4|3|3|5|4|3|3|5|4|3|3|5|4|3|2|2|5|4|3|3|5|4|3|3|5|4|3|3|5|4|3|2|1|1|5|4|3|3|5|4|3|3|5|4|3|3|5|4|3|2|2|5|4|3|3|5|4|3|3|5|4|3|3|5|4|3|2|2|5|4|3|3|5|4|3|3|5|4|3|3|5|4|3|2|2|5|4|3|3|5|4|3|3|5|4|3|3|5|4|3|2|1|1|1|1|1|1|1|5|4|3|3|5|4|3|3|5|4|3|3|5|4|3|2|2|5|4|3|3|5|4|3|3|5|4|3|3|5|4|3|2|2|5|4|3|3|5|4|3|3|5|4|3|3|5|4|3|2|2|5|4|3|3|5|4|3|3|5|4|3|3|5|4|3|2|1|1|1|5|4|3|3|5|4|3|3|5|4|3|3|5|4|3|2|2|5|4|3|3|5|4|3|3|5|4|3|3|5|4|3|2|2|5|4|3|3|5|4|3|3|5|4|3|3|5|4|3|2|2|5|4|3|3|5|4|3|3|5|4|3|3|5|4|3|2|1	5|5|5|4|4|4|4|3|4|4|4|3|3|3|3|3|2|4|4|4|3|3|3|3|2|3|3|3|2|2|2|2|2|1|4|4|4|3|3|3|3|2|3|3|3|2|2|2|2|2|1|3|3|3|2|2|2|2|1|2|2|2|1|1|1|1|1|1|1|1|3|3|3|2|2|2|2|1|2|2|2|1|1|1|1|2|1|1|8|8|8|7|7|7|7|6|7|7|7|6|6|6|6|6|5|7|7|7|6|6|6|6|5|6|6|6|5|5|5|5|5|4|7|7|7|6|6|6|6|5|6|6|6|5|5|5|5|5|4|6|6|6|5|5|5|5|4|5|5|5|4|4|4|4|4|4|3|7|7|7|6|6|6|6|5|6|6|6|5|5|5|5|5|4|6|6|6|5|5|5|5|4|5|5|5|4|4|4|4|4|3|6|6|6|5|5|5|5|4|5|5|5|4|4|4|4|4|3|5|5|5|4|4|4|4|3|4|4|4|3|3|3|3|3|3|2|7|7|7|6|6|6|6|5|6|6|6|5|5|5|5|5|4|6|6|6|5|5|5|5|4|5|5|5|4|4|4|4|4|3|6|6|6|5|5|5|5|4|5|5|5|4|4|4|4|4|3|5|5|5|4|4|4|4|3|4|4|4|3|3|3|3|3|3|2|6|6|6|5|5|5|5|4|5|5|5|4|4|4|4|4|3|5|5|5|4|4|4|4|3|4|4|4|3|3|3|3|3|2|5|5|5|4|4|4|4|3|4|4|4|3|3|3|3|3|2|4|4|4|3|3|3|3|2|3|3|3|2|2|2|2|2|2|1|7|7|7|6|6|6|6|5|6|6|6|5|5|5|5|5|4|6|6|6|5|5|5|5|4|5|5|5|4|4|4|4|4|3|6|6|6|5|5|5|5|4|5|5|5|4|4|4|4|4|3|5|5|5|4|4|4|4|3|4|4|4|3|3|3|3|3|3|2|6|6|6|5|5|5|5|4|5|5|5|4|4|4|4|4|3|5|5|5|4|4|4|4|3|4|4|4|3|3|3|3|3|2|5|5|5|4|4|4|4|3|4|4|4|3|3|3|3|3|2|4|4|4|3|3|3|3|2|3|3|3|2|2|2|2|2|2|1|7|7|7|6|6|6|6|5|6|6|6|5|5|5|5|5|4|6|6|6|5|5|5|5|4|5|5|5|4|4|4|4|4|3|6|6|6|5|5|5|5|4|5|5|5|4|4|4|4|4|3|5|5|5|4|4|4|4|3|4|4|4|3|3|3|3|3|3|2|6|6|6|5|5|5|5|4|5|5|5|4|4|4|4|4|3|5|5|5|4|4|4|4|3|4|4|4|3|3|3|3|3|2|5|5|5|4|4|4|4|3|4|4|4|3|3|3|3|3|2|4|4|4|3|3|3|3|2|3|3|3|2|2|2|2|2|2|1|3|2|2|1|2|6|6|6|5|5|5|5|4|5|5|5|4|4|4|4|4|3|5|5|5|4|4|4|4|3|4|4|4|3|3|3|3|3|2|5|5|5|4|4|4|4|3|4|4|4|3|3|3|3|3|2|4|4|4|3|3|3|3|2|3|3|3|2|2|2|2|2|2|1|1|5|5|5|4|4|4|4|3|4|4|4|3|3|3|3|3|2|4|4|4|3|3|3|3|2|3|3|3|2|2|2|2|2|1|4|4|4|3|3|3|3|2|3|3|3|2|2|2|2|2|1|3|3|3|2|2|2|2|1|2|2|2|1|1|1|1|1|1	783.0	1479.0	783.0
6579	1|1	1|1	783.0	3034.0	2.0
6580	1|1	1|1	1479.0	3034.0	2.0
6582	1|1	1|1	783.0	2041.0	2.0
6584	1	1	12.0	12.0	1.0
6588	1|1|1	2|1|1	12.0	85.0	3.0
6589	1|1|1	2|1|1	12.0	45.0	3.0
6591	1|1|1|2|2|2|2|2|2|1|1|1	2|1|1|3|2|2|1|2|1|2|1|1	45.0	22.0	12.0
6593	1	1	43.0	165.0	1.0
6595	4|3|2|2|4|3|2|1|3|2|1|1|3|2|1|1|2|1|1|5|4|3|3|5|4|3|2|2|2|5|4|3|3|5|4|3|2|2|2|5|4|3|3|5|4|3|2|1|1|5|4|3|3|5|4|3|2|1|1|5|4|3|3|5|4|3|2|1|1|5|4|3|3|5|4|3|2|1	2|2|2|1|1|1|1|1|2|2|2|1|1|1|1|1|1|1|1|4|4|4|3|3|3|3|3|3|2|3|3|3|2|2|2|2|2|2|1|4|4|4|3|3|3|3|3|3|2|3|3|3|2|2|2|2|2|2|1|3|3|3|2|2|2|2|2|2|1|2|2|2|1|1|1|1|1|1	120.0	120.0	78.0
6597			120.0	43.0	0.0
6599			120.0	165.0	0.0
6600	1	1	79.0	120.0	1.0
6603	3|3|3|3|3|3|3|2|1|1|3|3|3|3|3|3|3|2|1|2|2|2|2|2|2|2|1|1|1|1|1|1|1|1|5|5|5|5|5|5|5|4|3|3|5|5|5|5|5|5|5|4|3|2|1|4|4|4|4|4|4|4|3|2|2|4|4|4|4|4|4|4|3|2|1	4|3|3|2|3|2|2|2|2|1|3|2|2|1|2|1|1|1|1|3|2|2|1|2|1|1|1|3|2|2|1|2|1|1|4|3|3|2|3|2|2|2|2|1|3|2|2|1|2|1|1|1|1|1|1|4|3|3|2|3|2|2|2|2|1|3|2|2|1|2|1|1|1|1|1	141.0	186.0	75.0
6604	3|2|2|3|2|2|3|2|2|3|2|1|1|6|6|5|5|5|5|6|6|5|5|5|5|6|6|5|5|5|5|6|6|5|5|4|4|3|3|3|3|6|6|5|5|5|5|6|6|5|5|5|5|6|6|5|5|5|5|6|6|5|5|4|4|3|3|2|2|2|2|6|6|5|5|5|5|6|6|5|5|5|5|6|6|5|5|5|5|6|6|5|5|4|4|3|3|3|3|6|6|5|5|5|5|6|6|5|5|5|5|6|6|5|5|5|5|6|6|5|5|4|4|3|3|2|2|1|1|1|5|4|4|5|4|4|5|4|4|5|4|3|2|2|5|4|4|5|4|4|5|4|4|5|4|3|2|1|1|5|4|4|5|4|4|5|4|4|5|4|3|2|2|5|4|4|5|4|4|5|4|4|5|4|3|2|1|2|1|1|2|1|1|2|1|1|2|1|4|3|3|4|3|3|4|3|3|4|3|2|1|1|4|3|3|4|3|3|4|3|3|4|3|2|1	3|3|2|2|2|1|2|2|1|1|1|1|1|6|5|6|5|5|4|5|4|5|4|4|3|5|4|5|4|4|3|4|3|4|3|4|3|4|3|3|2|5|4|5|4|4|3|4|3|4|3|3|2|4|3|4|3|3|2|3|2|3|2|3|2|3|2|3|2|2|1|5|4|5|4|4|3|4|3|4|3|3|2|4|3|4|3|3|2|3|2|3|2|3|2|3|2|2|1|4|3|4|3|3|2|3|2|3|2|2|1|3|2|3|2|2|1|2|1|2|1|2|1|2|1|2|1|2|1|1|5|5|4|4|4|3|4|4|3|3|3|3|3|2|4|4|3|3|3|2|3|3|2|2|2|2|2|2|1|4|4|3|3|3|2|3|3|2|2|2|2|2|1|3|3|2|2|2|1|2|2|1|1|1|1|1|1|3|3|2|2|2|1|2|2|1|1|1|4|4|3|3|3|2|3|3|2|2|2|2|2|1|3|3|2|2|2|1|2|2|1|1|1|1|1	1206.0	225.0	225.0
6605	2|1|1|2|1|1|2|1|1|2|1|1|1	3|3|2|2|2|1|2|2|1|1|1|1|1	225.0	225.0	13.0
6606			1206.0	186.0	0.0
6607			186.0	225.0	0.0
6610			225.0	186.0	0.0
6614	2|1|1|1|2|1|3|2|1|4|3|2|1|5|4|4|4|4|4|5|4|3|3|3|3|5|4|3|2|2|2|5|4|3|2|1|1|5|4|3|2|1|3|2|1	1|1|1|1|1|1|1|1|1|1|1|1|1|2|2|2|2|2|1|2|2|2|2|2|1|2|2|2|2|2|1|2|2|2|2|2|1|1|1|1|1|1|1|1|1	196.0	231.0	45.0
6615	1	1	196.0	408.0	1.0
6617	1	1	408.0	196.0	1.0
6618	1	1	196.0	748.0	1.0
6619	1	1	408.0	196.0	1.0
6620	3|2|2|2|3|2|2|2|3|2|2|2|3|2|2|2|3|2|2|2|3|2|2|2|3|2|1|1|3|2|1|1|3|2|1|1|3|2|1|1|1|1|1|2|1	4|4|4|3|3|3|3|2|3|3|3|2|2|2|2|1|3|3|3|2|2|2|2|1|3|3|3|2|2|2|2|1|2|2|2|1|1|1|1|2|1|1|1|1|1	45.0	102.0	45.0
6626	2|2|2|2|1|1|1|1|1|1|1|1	3|2|2|1|3|2|2|1|2|1|1|1	156.0	102.0	12.0
6631	1|1|1	2|1|1	118.0	78.0	3.0
6632	2|1|3|2|1|1|3|2|1|1|4|3|2|2|4|3|2|1	1|1|2|2|2|1|1|1|1|1|2|2|2|1|1|1|1|1	582.0	379.0	18.0
6635	1	1	84.0	118.0	1.0
6638	1|1|1	2|1|1	379.0	78.0	3.0
6640	4|4|4|4|4|4|4|4|4|4|4|4|4|4|4|4|4|4|4|4|4|4|4|4|3|3|3|3|3|3|3|3|2|2|2|2|2|2|2|2|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|3|3|3|2|1|2|2|2|1|1|1|1	5|4|4|3|4|3|3|2|4|3|3|2|3|2|2|1|4|3|3|2|3|2|2|1|4|3|3|2|3|2|2|1|4|3|3|2|3|2|2|1|4|3|3|2|3|2|2|1|3|2|2|1|2|1|1|2|1|1|1|1|2|1|1|1|2|1|1	229.0	330.0	67.0
6644	1|1|1	2|1|1	363.0	330.0	3.0
6646	1|1|1	2|1|1	855.0	229.0	3.0
6647	1|1|1	2|1|1	855.0	937.0	3.0
6648	1|1|1	2|1|1	330.0	855.0	3.0
6656			204.0	126.0	0.0
6657			2154.0	229.0	0.0
6658			94.0	2154.0	0.0
6659			2154.0	126.0	0.0
6664	1|1|1	2|1|1	375.0	171.0	3.0
6665	1|1|1	2|1|1	171.0	292.0	3.0
6669	2|1|3|2|1|1|3|2|1|5|4|3|3|5|4|3|2|1|1|5|4|3|3|5|4|3|2|1|1|2|1|1|4|3|2|2|4|3|2|1	1|1|2|2|2|1|1|1|1|3|3|3|2|2|2|2|2|2|1|2|2|2|1|1|1|1|1|1|1|1|1|1|2|2|2|1|1|1|1|1	472.0	303.0	40.0
6670	2|1|3|2|1|1|3|2|1|1|4|3|2|1|1|4|3|2|1|3|2|1|2|1|1	1|1|2|2|2|1|1|1|1|1|2|2|2|2|1|1|1|1|1|1|1|1|1|1|1	472.0	222.0	25.0
